GENE	synRVIS	synRVIS.centile	synRVIS_RSCU	synRVIS_RSCU.centile	synGERP	synGERP.centile
TPT1	-0.26	0.53	-0.28	0.49	1.27	0.06
TPTE	-0.53	0.25	-0.57	0.22	-0.76	0.53
TPTE2	-0.51	0.26	-0.56	0.23	-1.4	0.75
TPX2	0.41	0.73	1.19	0.89	-0.02	0.28
TRA2A	-0.37	0.4	0.64	0.81	0.72	0.12
TRA2B	-0.37	0.41	-0.4	0.37	1.15	0.07
TRABD	0.64	0.78	0.39	0.73	-2.11	0.91
TRABD2A	-0.49	0.29	-0.53	0.25	-0.96	0.6
TRADD	-0.32	0.46	-0.34	0.42	-0.93	0.59
TRAF1	0.68	0.8	1.49	0.93	-0.47	0.42
TRAF2	-0.95	0.07	-1.03	0.06	-1.37	0.74
TRAF3	-0.88	0.08	-0.96	0.07	-2.4	0.94
TRAF3IP1	-0.68	0.15	-0.74	0.13	-2.35	0.93
TRAF3IP2	-0.65	0.17	-0.71	0.15	-0.03	0.28
TRAF3IP3	0.72	0.81	0.49	0.76	0.41	0.17
TRAF4	0.68	0.8	0.44	0.74	-0.35	0.38
TRAF5	0.6	0.77	0.36	0.72	-0.55	0.45
TRAF6	-0.59	0.21	-0.64	0.18	-1.4	0.75
TRAF7	-0.94	0.07	0.02	0.65	-1.33	0.73
TRAFD1	-0.57	0.22	-0.62	0.19	-0.66	0.49
TRAIP	0.74	0.81	0.5	0.76	-0.16	0.32
TRAK1	0.96	0.88	1.5	0.93	-1.03	0.63
TRAK2	-1.03	0.06	-1.12	0.05	-0.24	0.34
TRAM1	-0.47	0.3	-0.51	0.27	1.09	0.08
TRAM1L1	-0.46	0.31	-0.5	0.28	-3.53	0.99
TRAM2	-0.55	0.24	-0.59	0.21	0.67	0.13
TRANK1	0.78	0.83	-1.07	0.05	-1.64	0.82
TRAP1	0.13	0.69	0.89	0.87	-2.32	0.93
TRAPPC1	-0.28	0.5	-0.31	0.46	0.45	0.17
TRAPPC10	-0.41	0.35	-0.74	0.13	-2.22	0.92
TRAPPC11	1.38	0.92	-0.13	0.61	-1.51	0.78
TRAPPC12	1.56	0.93	2.14	0.97	-3.25	0.99
TRAPPC13	-0.42	0.35	0.59	0.79	0.17	0.22
TRAPPC2	-0.16	0.62	-0.18	0.58	-0.48	0.42
TRAPPC2L	1.02	0.89	0.81	0.86	-1.44	0.76
TRAPPC3	-0.22	0.57	-0.24	0.53	1.71	0.03
TRAPPC4	0.82	0.84	-0.46	0.32	0.48	0.16
TRAPPC5	-0.19	0.6	0.84	0.86	-1.36	0.74
TRAPPC6A	-0.16	0.62	-0.18	0.58	-0.49	0.43
TRAPPC6B	-0.24	0.55	-0.27	0.5	1.51	0.05
TRAPPC8	-0.23	0.56	0.5	0.76	1.34	0.06
TRAPPC9	4.53	1	4.48	1	-2.72	0.96
TRAT1	-0.33	0.45	-0.36	0.41	-0.86	0.57
TRDMT1	-0.34	0.44	0.68	0.82	-0.64	0.48
TRDN	-0.4	0.37	-0.44	0.33	0.4	0.18
TREM1	0.88	0.86	0.66	0.82	-1.49	0.77
TREM2	-0.26	0.53	-0.28	0.49	-0.43	0.41
TREML1	-0.46	0.31	-0.5	0.28	-0.88	0.58
TREML2	0.8	0.84	0.57	0.79	-1.22	0.69
TREML4	0.94	0.88	0.72	0.84	-1.51	0.78
TRERF1	2.2	0.97	1.5	0.93	-0.16	0.32
TREX1	1.85	0.95	1.42	0.92	-1.27	0.71
TREX2	-0.16	0.63	-0.17	0.59	-1.91	0.87
TRH	-0.33	0.45	-0.36	0.41	-1.52	0.78
TRHDE	1.5	0.92	1.04	0.88	0.68	0.13
TRHR	-0.51	0.27	-0.55	0.24	-0.22	0.34
TRIAP1	-0.15	0.64	-0.17	0.59	0.1	0.24
TRIB1	-0.47	0.3	-0.51	0.27	-0.64	0.48
TRIB2	-0.56	0.23	-0.61	0.2	0.43	0.17
TRIB3	0.66	0.79	0.42	0.74	-1.62	0.81
TRIM10	0.54	0.76	-0.75	0.13	-1.15	0.67
TRIM11	0.77	0.83	0.54	0.77	-2.56	0.95
TRIM13	-0.59	0.21	-0.64	0.18	0.14	0.23
TRIM14	-0.39	0.39	-0.42	0.35	-1.04	0.63
TRIM15	0.79	0.83	1.6	0.94	-1.21	0.69
TRIM16	1.9	0.95	1.47	0.92	-1.95	0.88
TRIM16L	-0.39	0.38	0.61	0.8	-0.97	0.61
TRIM17	-0.75	0.12	-0.82	0.11	-2.02	0.89
TRIM2	1.52	0.92	0.01	0.65	-0.67	0.5
TRIM21	0.56	0.76	0.31	0.7	-0.51	0.44
TRIM22	0.66	0.79	1.47	0.92	-2.23	0.92
TRIM23	-0.65	0.17	2.43	0.97	0.26	0.2
TRIM24	-0.9	0.08	0.07	0.66	0.21	0.21
TRIM25	-0.73	0.13	-0.79	0.12	-1.48	0.77
TRIM26	1.77	0.94	3.42	0.99	-1.86	0.86
TRIM27	-0.65	0.17	-0.7	0.15	0.13	0.23
TRIM28	1.13	0.91	-0.41	0.36	-1.74	0.84
TRIM29	-0.69	0.15	0.29	0.7	-0.96	0.6
TRIM3	0.19	0.7	-1.13	0.05	-0.37	0.38
TRIM31	3.22	0.99	3.64	0.99	-1.14	0.67
TRIM32	0.39	0.73	0.12	0.66	-1.1	0.65
TRIM33	-1.09	0.05	-0.13	0.61	1.48	0.05
TRIM35	-0.75	0.13	-0.81	0.11	-1.24	0.7
TRIM36	0.34	0.72	0.07	0.66	-2.04	0.9
TRIM37	-1.03	0.06	-1.12	0.05	1.2	0.07
TRIM38	-0.53	0.25	0.47	0.75	-1.7	0.83
TRIM39	-0.61	0.19	0.38	0.72	-0.05	0.28
TRIM4	-0.47	0.3	0.54	0.77	-0.17	0.32
TRIM40	-0.3	0.49	-0.32	0.44	-0.63	0.48
TRIM41	0.15	0.69	-1.18	0.04	0.05	0.25
TRIM42	-1	0.06	-0.04	0.64	-0.98	0.61
TRIM43	-0.31	0.47	-0.34	0.43	-0.83	0.56
TRIM44	-0.36	0.41	-0.39	0.37	-0.54	0.44
TRIM45	0.48	0.74	0.22	0.68	-0.86	0.57
TRIM46	0.37	0.72	-0.94	0.07	-0.36	0.38
TRIM47	-0.47	0.3	-0.51	0.27	-1.04	0.63
TRIM48	-0.45	0.32	-0.49	0.29	-0.39	0.39
TRIM49	-0.34	0.44	-0.37	0.4	-0.83	0.56
TRIM49B	-0.64	0.17	-0.69	0.15	-0.43	0.41
TRIM49C	2.13	0.97	1.72	0.95	-0.48	0.42
TRIM5	-0.63	0.18	0.36	0.72	-1.38	0.74
TRIM50	-0.62	0.19	-0.67	0.16	-0.38	0.39
TRIM52	0.84	0.85	0.61	0.8	-0.57	0.46
TRIM54	-0.47	0.3	0.53	0.77	-0.18	0.32
TRIM55	0.57	0.76	-0.72	0.14	0.53	0.15
TRIM56	0.19	0.7	0.96	0.88	-1.51	0.78
TRIM58	0.69	0.8	-0.59	0.21	-2.04	0.9
TRIM59	-0.43	0.34	0.57	0.79	-0.02	0.27
TRIM6	1.88	0.95	1.44	0.92	-0.9	0.58
TRIM6-TRIM34	0.64	0.78	-0.65	0.17	-0.66	0.49
TRIM60	-0.56	0.23	-0.61	0.2	-1.65	0.82
TRIM61	-0.12	0.66	-0.13	0.62	-1.31	0.72
TRIM62	-0.59	0.21	-0.64	0.18	-0.09	0.29
TRIM63	3.19	0.99	1.52	0.93	0.19	0.22
TRIM65	-0.37	0.4	0.64	0.81	-0.93	0.6
TRIM67	0.55	0.76	2.39	0.97	-1.26	0.71
TRIM68	-0.66	0.16	-0.72	0.14	-0.77	0.53
TRIM69	-0.52	0.26	-0.57	0.23	0.46	0.17
TRIM7	-0.45	0.32	-0.49	0.29	-1.06	0.64
TRIM71	-0.1	0.66	1.68	0.95	-1.03	0.63
TRIM72	-0.26	0.52	1.8	0.95	-1.99	0.89
TRIM73	1.06	0.9	0.85	0.87	0	0.27
TRIM74	-0.2	0.59	-0.22	0.54	-0.06	0.29
TRIM8	-0.69	0.15	-0.75	0.13	1.61	0.04
TRIM9	1.57	0.93	2.15	0.97	0.12	0.23
TRIML1	0.61	0.77	1.41	0.92	-2.31	0.93
TRIML2	3.14	0.99	1.47	0.93	-1.88	0.87
TRIO	-0.09	0.67	0.07	0.66	-0.97	0.61
TRIOBP	0.07	0.69	1.58	0.94	-1.26	0.71
TRIP10	-0.71	0.14	-0.77	0.12	-2.64	0.96
TRIP11	-0.98	0.06	-0.31	0.45	-1.99	0.89
TRIP12	-2.18	0.01	-1.31	0.03	1.07	0.08
TRIP13	-0.69	0.15	-0.74	0.13	-2.47	0.95
TRIP4	-0.59	0.21	-0.64	0.18	0.81	0.11
TRIP6	-0.52	0.26	-0.57	0.23	-0.81	0.55
TRIT1	2.02	0.96	-0.49	0.28	0.19	0.22
TRMT1	-0.87	0.09	-0.94	0.07	-1.9	0.87
TRMT10A	-0.33	0.45	-0.36	0.41	-0.51	0.44
TRMT10B	-0.37	0.41	-0.4	0.37	0	0.27
TRMT10C	-0.45	0.32	-0.49	0.29	0.56	0.15
TRMT11	0.7	0.8	-0.58	0.22	0.28	0.2
TRMT112	-0.21	0.58	-0.23	0.54	-0.03	0.28
TRMT12	-0.57	0.22	-0.62	0.19	-1.31	0.72
TRMT13	-0.5	0.28	-0.54	0.24	1.04	0.08
TRMT1L	0.54	0.76	-0.75	0.13	0.34	0.19
TRMT2A	0.33	0.72	0.06	0.65	-2.31	0.93
TRMT2B	-0.48	0.29	-0.52	0.26	0.47	0.16
TRMT44	0.6	0.77	-0.69	0.15	-2.54	0.95
TRMT5	-0.65	0.17	-0.7	0.15	0.32	0.19
TRMT6	-0.65	0.17	1.38	0.91	0	0.27
TRMT61A	-0.41	0.36	-0.44	0.33	-1.43	0.76
TRMT61B	-0.58	0.21	-0.63	0.18	-0.27	0.35
TRMU	-0.49	0.29	-0.53	0.25	-2.07	0.9
TRNAU1AP	-0.39	0.38	-0.43	0.34	0.44	0.17
TRNT1	0.76	0.82	-0.52	0.27	-2.46	0.94
TRO	-1.1	0.05	-1.19	0.04	-0.1	0.3
TROAP	0.35	0.72	-0.96	0.07	-0.11	0.3
TROVE2	0.64	0.78	-0.64	0.18	-0.63	0.48
TRPA1	2.54	0.98	0.82	0.86	-1.28	0.71
TRPC1	0.46	0.74	0.2	0.68	0.64	0.14
TRPC3	0.23	0.7	1	0.88	-0.89	0.58
TRPC4	0.03	0.69	1.83	0.96	-2.12	0.91
TRPC4AP	1.51	0.92	1.05	0.89	0.58	0.14
TRPC5	-0.88	0.08	0.09	0.66	1.03	0.09
TRPC6	2.75	0.98	2.1	0.96	-0.33	0.37
TRPC7	1.37	0.92	-0.15	0.6	0.55	0.15
TRPM1	0.37	0.72	-1.23	0.04	-2.51	0.95
TRPM2	-1.11	0.04	-1.49	0.02	-1.11	0.66
TRPM3	-0.87	0.09	-0.19	0.57	-0.18	0.32
TRPM4	-0.07	0.68	-0.37	0.4	-1.64	0.82
TRPM5	-1.24	0.03	-0.3	0.47	-0.91	0.59
TRPM6	0.09	0.69	-0.48	0.29	-0.74	0.52
TRPM7	0.6	0.77	-0.98	0.07	1.56	0.04
TRPM8	-1.52	0.02	-1.64	0.01	-1.13	0.66
TRPS1	-1.56	0.02	-1.69	0.01	1.13	0.08
TRPT1	-0.3	0.49	-0.32	0.44	-0.43	0.4
TRPV2	-1.01	0.06	-1.09	0.05	-1.5	0.78
TRPV3	1.51	0.92	2.09	0.96	-0.9	0.58
TRPV4	1.18	0.91	1.73	0.95	-0.43	0.41
TRPV5	2.65	0.98	1.99	0.96	-0.75	0.52
TRPV6	2.75	0.98	1.05	0.89	-0.53	0.44
TRRAP	-1.93	0.01	-5.05	0	-2.45	0.94
TRUB1	-0.5	0.28	-0.54	0.24	-1.06	0.64
TRUB2	-0.58	0.21	-0.63	0.18	-1.2	0.69
TSACC	-0.11	0.66	-0.12	0.62	1.11	0.08
TSC1	-1.46	0.02	0.51	0.77	-0.49	0.43
TSC2	-0.86	0.09	0.57	0.79	-2.05	0.9
TSC22D1	-0.24	0.54	-0.56	0.24	0.47	0.16
TSC22D2	-0.91	0.08	-0.99	0.07	0.1	0.24
TSC22D3	-0.22	0.57	-0.24	0.53	0.06	0.25
TSC22D4	-0.37	0.41	0.64	0.81	-0.35	0.38
TSEN15	-0.16	0.63	-0.17	0.59	-1.35	0.73
TSEN2	0.6	0.77	0.35	0.72	-2.88	0.97
TSEN34	0.76	0.82	0.53	0.77	-1.73	0.84
TSEN54	-0.27	0.51	-0.29	0.47	-0.16	0.32
TSFM	-0.28	0.5	0.74	0.84	-0.56	0.45
TSG101	0.74	0.82	-0.54	0.25	1.63	0.04
TSGA10	-0.55	0.23	-0.6	0.2	1.11	0.08
TSGA10IP	-0.6	0.2	-0.65	0.17	-1.5	0.78
TSGA13	-0.32	0.46	0.69	0.83	-0.68	0.5
TSHB	-0.25	0.54	-0.27	0.5	0.64	0.14
TSHR	-1.07	0.05	-1.16	0.04	-0.05	0.29
TSHZ1	-0.66	0.16	2.13	0.97	-2.11	0.91
TSHZ2	-1.41	0.02	-0.48	0.3	-2.46	0.95
TSHZ3	2.18	0.97	2.53	0.98	-2.19	0.92
TSKS	-0.79	0.11	-0.85	0.1	-0.87	0.57
TSKU	-0.7	0.14	-0.76	0.13	-1.13	0.66
TSLP	-0.27	0.51	-0.29	0.47	-1.63	0.81
TSN	-0.33	0.45	-0.36	0.41	-0.11	0.3
TSNARE1	0.51	0.75	-0.79	0.12	-1.09	0.65
TSNAX	-0.39	0.39	-0.42	0.35	-0.19	0.33
TSNAXIP1	-0.7	0.14	-0.76	0.13	-0.46	0.42
TSPAN1	-0.41	0.36	-0.44	0.33	-0.34	0.37
TSPAN11	-0.41	0.36	-0.45	0.32	-0.67	0.49
TSPAN12	-0.36	0.42	-0.39	0.38	0.01	0.27
TSPAN13	-0.34	0.44	-0.37	0.4	-1.26	0.71
TSPAN14	0.82	0.84	0.59	0.8	-1.17	0.67
TSPAN15	-0.37	0.41	-0.4	0.37	-0.35	0.38
TSPAN16	-0.38	0.39	-0.42	0.35	-1.56	0.79
TSPAN17	2.05	0.96	1.62	0.94	0.07	0.25
TSPAN18	0.76	0.82	0.52	0.77	-0.5	0.43
TSPAN19	-0.14	0.65	-0.15	0.6	0.12	0.23
TSPAN2	0.99	0.89	-0.27	0.5	-0.34	0.37
TSPAN3	-0.3	0.48	-0.33	0.44	-1.06	0.64
TSPAN31	-0.26	0.53	-0.28	0.49	0.03	0.26
TSPAN32	-0.16	0.62	-0.18	0.58	-0.75	0.52
TSPAN33	-0.31	0.47	-0.34	0.43	0.67	0.13
TSPAN4	-0.64	0.17	-0.69	0.15	-0.37	0.39
TSPAN5	-0.39	0.39	-0.42	0.35	0.44	0.17
TSPAN6	-0.18	0.61	-0.2	0.57	-0.1	0.3
TSPAN7	-0.28	0.51	-0.3	0.46	1.18	0.07
TSPAN8	0.94	0.88	0.72	0.84	-0.91	0.59
TSPAN9	0.87	0.86	0.65	0.82	-0.1	0.3
TSPEAR	-1.09	0.05	-1.18	0.04	-1.46	0.77
TSPO	-0.12	0.66	-0.13	0.62	-1.62	0.81
TSPO2	-0.26	0.52	-0.29	0.48	-0.08	0.29
TSPYL1	-0.69	0.15	-0.74	0.13	-1.13	0.66
TSPYL2	-0.71	0.14	-0.77	0.12	0.4	0.18
TSPYL4	2.1	0.96	2.72	0.98	-1.55	0.79
TSPYL5	0.71	0.81	0.47	0.75	-1.89	0.87
TSPYL6	-0.72	0.14	-0.78	0.12	-0.33	0.37
TSR1	-0.89	0.08	-0.97	0.07	0.25	0.21
TSR2	-0.18	0.61	-0.2	0.56	-0.46	0.42
TSR3	-0.28	0.51	-0.3	0.46	-1.58	0.8
TSSC1	-0.41	0.36	-0.45	0.32	-1.76	0.84
TSSC4	0.81	0.84	0.58	0.79	-1.77	0.84
TSSK1B	0.56	0.76	0.31	0.7	0.01	0.26
TSSK2	-0.6	0.2	1.44	0.92	-1.37	0.74
TSSK3	0.84	0.85	0.61	0.8	1.67	0.04
TSSK4	-0.43	0.34	-0.47	0.3	1.78	0.03
TSSK6	-0.5	0.28	-0.54	0.24	-0.71	0.51
TST	-0.41	0.36	-0.45	0.32	-1.55	0.79
TSTA3	-0.55	0.24	-0.59	0.21	-0.65	0.49
TSTD2	1.87	0.95	1.44	0.92	-0.19	0.33
TTBK1	0.07	0.69	0.83	0.86	-0.73	0.52
TTBK2	-1.28	0.03	-0.34	0.42	1.06	0.08
TTC1	-0.32	0.46	-0.35	0.41	-0.44	0.41
TTC12	-0.85	0.09	-0.92	0.08	-1.57	0.8
TTC13	0.45	0.74	1.24	0.9	-1.13	0.66
TTC14	-0.84	0.1	0.14	0.67	0.62	0.14
TTC16	-0.98	0.06	-1.06	0.06	-1.22	0.69
TTC17	-0.16	0.62	-1.51	0.02	0.26	0.2
TTC18	0.03	0.69	-0.26	0.51	0.34	0.19
TTC19	-0.47	0.3	-0.51	0.27	-0.21	0.33
TTC21A	-0.34	0.44	-0.66	0.17	-0.76	0.53
TTC21B	-0.38	0.4	-0.7	0.15	0.27	0.2
TTC22	2.14	0.97	1.73	0.95	0.32	0.19
TTC23	-0.42	0.35	0.59	0.79	-2.52	0.95
TTC23L	-0.41	0.36	-0.44	0.33	0.04	0.26
TTC24	-0.39	0.39	-0.42	0.35	-0.72	0.51
TTC26	-0.6	0.2	0.39	0.73	-0.15	0.31
TTC27	0.21	0.7	-1.11	0.05	-1.09	0.65
TTC29	-0.43	0.34	-0.47	0.3	-0.82	0.55
TTC3	-2.17	0.01	-0.26	0.51	-0.85	0.56
TTC30A	2.79	0.98	2.14	0.97	-1.07	0.64
TTC30B	-0.89	0.08	-0.97	0.07	-0.95	0.6
TTC31	-0.42	0.35	-0.46	0.32	-0.18	0.32
TTC32	-0.28	0.51	0.74	0.84	-1.01	0.62
TTC33	-0.37	0.4	-0.41	0.36	-2.43	0.94
TTC36	-0.16	0.63	-0.17	0.59	1.14	0.07
TTC37	-0.4	0.37	-1.77	0.01	0.03	0.26
TTC38	0.56	0.76	1.35	0.91	-2.28	0.93
TTC39A	1.86	0.95	1.42	0.92	0.01	0.26
TTC39B	-0.8	0.11	0.17	0.67	-0.34	0.38
TTC39C	-0.53	0.25	-0.57	0.22	0.06	0.25
TTC4	-0.41	0.36	-0.44	0.33	-0.71	0.51
TTC40	-0.26	0.52	1.51	0.93	-2.42	0.94
TTC5	-0.49	0.29	-0.53	0.25	0.09	0.24
TTC7A	2.55	0.98	2.92	0.99	-0.21	0.33
TTC7B	2.85	0.98	1.15	0.89	-0.81	0.55
TTC8	-0.41	0.36	-0.45	0.32	-0.26	0.35
TTC9	-0.16	0.62	-0.18	0.58	0.63	0.14
TTC9B	-0.23	0.56	-0.25	0.52	0.17	0.22
TTC9C	-0.3	0.48	-0.33	0.44	-0.67	0.5
TTF1	1.41	0.92	0.94	0.88	-2.93	0.98
TTF2	-0.18	0.6	-1.54	0.02	-1.59	0.8
TTI1	-0.12	0.65	-1.47	0.02	-0.52	0.44
TTI2	-0.65	0.17	-0.7	0.15	-1.51	0.78
TTK	-0.7	0.14	0.29	0.7	0.38	0.18
TTL	-0.54	0.24	0.46	0.75	-1.14	0.67
TTLL1	1.8	0.94	2.4	0.97	-2.84	0.97
TTLL10	-0.39	0.39	-0.42	0.35	-0.82	0.55
TTLL11	-0.44	0.33	-0.48	0.3	-0.01	0.27
TTLL12	4.03	0.99	5.28	1	-1.64	0.81
TTLL2	-0.83	0.1	0.14	0.67	-2.77	0.97
TTLL3	0.37	0.72	2.2	0.97	-0.58	0.46
TTLL4	-1.49	0.02	-1.61	0.01	0.63	0.14
TTLL5	-0.14	0.64	-0.45	0.33	0.64	0.13
TTLL6	-0.83	0.1	-0.9	0.08	-1.04	0.63
TTLL7	0.32	0.71	-0.99	0.07	0.47	0.16
TTLL9	0.82	0.84	-0.45	0.32	-0.96	0.6
TTN	-13.8	0	-5.75	0	-0.42	0.4
TTPA	-0.3	0.48	-0.33	0.44	-0.2	0.33
TTPAL	-0.53	0.25	-0.57	0.22	-1.45	0.76
TTR	-0.24	0.55	-0.27	0.5	-1.91	0.87
TTYH1	0.83	0.85	-0.44	0.33	-0.51	0.44
TTYH2	1.62	0.93	0.12	0.66	-0.93	0.59
TTYH3	0.68	0.8	0.44	0.74	-0.64	0.48
TUB	0.41	0.73	1.19	0.89	0.26	0.2
TUBA1A	-0.55	0.23	-0.6	0.2	1.32	0.06
TUBA1B	0.49	0.75	0.24	0.69	1.31	0.06
TUBA1C	-0.73	0.13	1.29	0.9	0.87	0.1
TUBA3C	4.06	0.99	3.21	0.99	0.02	0.26
TUBA3D	0.49	0.75	1.28	0.9	-0.36	0.38
TUBA3E	0.42	0.73	3.29	0.99	-0.19	0.33
TUBA4A	-0.7	0.14	-0.76	0.13	0.15	0.23
TUBA8	0.6	0.77	0.36	0.72	-0.95	0.6
TUBAL3	-0.61	0.19	0.38	0.72	-2.07	0.9
TUBB	0.56	0.76	0.31	0.7	-0.63	0.48
TUBB1	-0.67	0.16	-0.73	0.14	-2.42	0.94
TUBB2A	0.65	0.79	0.41	0.73	-0.54	0.45
TUBB2B	-0.43	0.34	0.58	0.79	-0.52	0.44
TUBB4A	-0.75	0.12	0.23	0.69	-1.05	0.64
TUBB6	1.75	0.94	2.35	0.97	-1.8	0.85
TUBD1	0.71	0.81	1.52	0.93	0.64	0.13
TUBE1	-0.46	0.31	-0.5	0.28	0.38	0.18
TUBG1	-0.61	0.19	-0.66	0.17	0.61	0.14
TUBG2	-0.82	0.1	0.16	0.67	0.44	0.17
TUBGCP2	3.69	0.99	2.82	0.98	-2.27	0.92
TUBGCP3	-1.01	0.06	-1.09	0.05	-3.13	0.98
TUBGCP4	-0.87	0.09	-0.94	0.07	-0.38	0.39
TUBGCP5	0.15	0.7	-0.13	0.62	-1.73	0.84
TUBGCP6	-0.01	0.68	0.45	0.75	-2.39	0.94
TUFM	0.59	0.77	0.34	0.71	-1.1	0.65
TUFT1	-0.39	0.39	-0.42	0.35	0.08	0.24
TULP1	-0.59	0.21	-0.64	0.18	-1.06	0.64
TULP2	-0.75	0.13	-0.81	0.11	-1.8	0.85
TULP3	0.76	0.82	0.52	0.77	-1.8	0.85
TULP4	-2.64	0	-1.8	0.01	-1.54	0.79
TUSC1	-0.12	0.66	-0.13	0.62	0.02	0.26
TUSC2	-0.13	0.65	-0.15	0.61	2.07	0.02
TUSC3	-0.5	0.28	-0.54	0.24	-0.15	0.31
TUSC5	-0.36	0.42	-0.39	0.38	-0.38	0.39
TUT1	0.02	0.68	-1.32	0.03	-0.41	0.4
TVP23A	-0.18	0.61	-0.2	0.56	-2.25	0.92
TVP23B	-0.26	0.52	-0.29	0.48	-0.28	0.35
TVP23C	-0.18	0.61	-0.2	0.56	-0.55	0.45
TVP23C-CDRT4	-0.23	0.56	-0.25	0.52	-0.56	0.45
TWF1	-0.36	0.42	1.7	0.95	1.1	0.08
TWF2	-0.5	0.28	1.54	0.93	-1.25	0.7
TWIST1	-0.26	0.52	-0.29	0.48	0.99	0.09
TWISTNB	-0.35	0.43	0.66	0.82	-1.23	0.7
TWSG1	-0.3	0.49	-0.32	0.44	-3.1	0.98
TXK	-0.66	0.16	0.33	0.71	-2.17	0.91
TXLNA	-0.65	0.17	-0.71	0.15	-0.91	0.59
TXLNB	0.52	0.75	1.32	0.91	-2.57	0.95
TXLNG	0.76	0.82	0.52	0.77	-0.48	0.42
TXN	-0.17	0.62	-0.19	0.58	-0.21	0.33
TXN2	-0.32	0.46	-0.35	0.41	0.48	0.16
TXNDC11	-1.21	0.03	-1.31	0.03	-0.82	0.55
TXNDC12	-0.24	0.55	-0.26	0.51	1.71	0.03
TXNDC15	-0.4	0.37	0.61	0.8	-1.81	0.85
TXNDC16	0.33	0.72	-0.99	0.07	-0.07	0.29
TXNDC17	1.01	0.89	0.79	0.86	-0.05	0.28
TXNDC2	0.44	0.74	2.28	0.97	-1.4	0.75
TXNDC5	-0.46	0.31	1.59	0.94	-2.41	0.94
TXNDC8	-0.17	0.62	-0.19	0.58	0.76	0.12
TXNDC9	-0.22	0.57	-0.24	0.53	-0.44	0.41
TXNIP	-0.75	0.12	-0.82	0.11	-0.28	0.36
TXNL1	0.84	0.85	0.61	0.8	1.62	0.04
TXNL4A	-0.24	0.55	-0.26	0.51	-3.54	0.99
TXNL4B	1.05	0.9	-0.21	0.56	-0.53	0.44
TXNRD1	3.19	0.99	-0.57	0.23	-1.61	0.81
TXNRD2	1.77	0.94	0.29	0.7	-1.73	0.84
TXNRD3NB	-0.21	0.58	-0.23	0.54	-0.07	0.29
TYK2	-0.15	0.63	-0.46	0.32	-2.04	0.9
TYMP	-0.48	0.29	-0.52	0.26	-1.58	0.8
TYMS	-0.37	0.41	-0.4	0.37	-0.55	0.45
TYR	-0.77	0.12	-0.83	0.1	-2.21	0.92
TYRO3	-1.02	0.06	-1.1	0.05	0.24	0.21
TYROBP	-0.21	0.58	-0.23	0.54	-1.39	0.74
TYRP1	-0.72	0.14	-0.78	0.12	-0.67	0.49
TYSND1	-0.3	0.49	-0.32	0.44	-1.14	0.67
TYW1	1.62	0.93	1.16	0.89	-1.37	0.74
TYW3	-0.32	0.46	-0.34	0.42	-0.28	0.35
TYW5	-0.28	0.51	-0.3	0.46	-0.05	0.28
U2AF1	-0.34	0.44	-0.37	0.4	-2.09	0.9
U2AF1L4	-0.18	0.61	-0.2	0.56	1.67	0.04
U2AF2	0.35	0.72	1.12	0.89	-0.54	0.45
U2SURP	-0.87	0.09	-0.94	0.07	1.28	0.06
UACA	-0.33	0.44	-1.69	0.01	-2.86	0.97
UAP1	-0.69	0.15	-0.74	0.13	-1.08	0.64
UAP1L1	0.74	0.81	0.5	0.76	-1.33	0.73
UBA1	-1.13	0.04	-1.22	0.04	0.16	0.22
UBA2	-0.61	0.19	0.38	0.72	0.43	0.17
UBA3	-0.38	0.39	-0.42	0.35	1.71	0.03
UBA5	-0.34	0.44	-0.37	0.4	0.41	0.17
UBA52	-0.16	0.63	-0.17	0.59	-0.52	0.44
UBA6	0.38	0.72	0.11	0.66	1.09	0.08
UBA7	-1.26	0.03	-1.36	0.03	-0.8	0.54
UBAC1	-0.57	0.22	-0.62	0.19	-2.98	0.98
UBAC2	-0.34	0.43	-0.37	0.39	-0.07	0.29
UBALD1	-0.11	0.66	-0.12	0.62	-0.82	0.55
UBALD2	-0.14	0.64	-0.16	0.6	-1.14	0.67
UBAP1	-0.57	0.22	-0.62	0.19	1.85	0.03
UBAP2	-1.27	0.03	-1.37	0.03	-0.05	0.28
UBAP2L	-1.45	0.02	-1.56	0.02	2.44	0.01
UBASH3A	1.61	0.93	2.2	0.97	-2.46	0.95
UBASH3B	0.43	0.73	1.22	0.9	-1.1	0.65
UBB	0.67	0.79	0.43	0.74	-0.42	0.4
UBC	-1.31	0.03	-0.37	0.4	-1.48	0.77
UBD	-0.26	0.52	0.76	0.85	-1.1	0.65
UBE2A	-0.14	0.65	-0.15	0.6	0.5	0.16
UBE2B	-0.26	0.53	-0.28	0.49	2.97	0
UBE2C	-0.2	0.59	-0.22	0.55	-0.08	0.29
UBE2D1	-0.22	0.57	-0.24	0.52	1.97	0.02
UBE2D2	-0.17	0.62	-0.19	0.58	4.01	0
UBE2D3	-0.22	0.57	-0.24	0.52	4.54	0
UBE2D4	-0.22	0.57	-0.24	0.53	-0.09	0.3
UBE2E1	-0.28	0.51	0.74	0.84	-0.4	0.39
UBE2E2	-0.28	0.5	-0.31	0.46	0.54	0.15
UBE2E3	-0.27	0.51	-0.29	0.47	2.94	0
UBE2F	1.03	0.9	0.81	0.86	-0.54	0.45
UBE2G1	-0.21	0.58	-0.23	0.54	1.99	0.02
